"date.run","response","fixed","altitude_included","random","Age.filter","best.model","significant","p.value","sample.size","Rsq.R2m","Rsq.R2c","delta.aic","linear.slope"
2019-05-20,"GPP","mat",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,6.529e-12,246,0.6785,0.9884,1.782,0.09706
2019-05-20,"NPP","mat",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,3.295e-09,70,0.7189,0.9791,1.866,0.09
2019-05-20,"BNPP_root","mat",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,7.317e-05,76,0.4212,0.979,1.931,0.06456
2019-05-20,"BNPP_root_fine","mat",TRUE,"geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.1202,68,0.1812,0.8665,2.49,0.03023
2019-05-20,"GPP","map",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,5.943e-07,246,0.5631,0.9897,5.982,0.00077
2019-05-20,"NPP","map",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,2.412e-10,69,0.4161,0.991,38.67,-3e-04
2019-05-20,"BNPP_root","map",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.008686,79,0.2212,0.9805,9.022,1e-05
2019-05-20,"BNPP_root_fine","map",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",FALSE,0.0703,67,0.1958,0.885,2.45,0.00032
2019-05-20,"GPP","lat",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,5.661e-11,270,0.5885,0.9876,1.858,-0.04539
2019-05-20,"NPP","lat",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,2.192e-08,83,0.5997,0.9839,1.908,-0.03911
2019-05-20,"BNPP_root","lat",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,9.483e-08,94,0.4819,0.9842,2.089,-0.03436
2019-05-20,"BNPP_root_fine","lat",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",FALSE,0.06079,80,0.1729,0.9057,1.821,-0.01623
2019-05-20,"GPP","AnnualMeanTemp",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,1.743e-11,270,0.6055,0.9876,1.825,0.0878
2019-05-20,"NPP","AnnualMeanTemp",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,5.27e-09,83,0.6661,0.9814,2.346,0.08493
2019-05-20,"BNPP_root","AnnualMeanTemp",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,3.041e-07,94,0.4746,0.9839,1,0.07284
2019-05-20,"BNPP_root_fine","AnnualMeanTemp",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.03517,80,0.2056,0.9055,2.331,0.03614
2019-05-20,"GPP","TempSeasonality",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,5.744e-14,270,0.6991,0.987,3.9,-0.02193
2019-05-20,"NPP","TempSeasonality",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,3.281e-09,83,0.6616,0.9844,2.859,-0.01835
2019-05-20,"BNPP_root","TempSeasonality",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.453e-08,94,0.5409,0.9859,4.021,-0.01845
2019-05-20,"BNPP_root_fine","TempSeasonality",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",FALSE,0.0509,80,0.1754,0.9001,1.539,-0.00781
2019-05-20,"GPP","TempRangeAnnual",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,6.685e-13,270,0.67,0.9879,4.439,-0.07206
2019-05-20,"NPP","TempRangeAnnual",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,7.045e-09,83,0.6634,0.9845,3.809,-0.06332
2019-05-20,"BNPP_root","TempRangeAnnual",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.417e-08,94,0.5236,0.9865,7.381,-0.06234
2019-05-20,"BNPP_root_fine","TempRangeAnnual",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.04457,80,0.1888,0.9012,1.488,-0.02794
2019-05-20,"GPP","AnnualPre",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,2.697e-08,270,0.5247,0.9889,1.398,0.00087
2019-05-20,"NPP","AnnualPre",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,4.212e-05,83,0.4344,0.9798,1.073,0.00074
2019-05-20,"BNPP_root","AnnualPre",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.0009898,94,0.2575,0.9838,1.907,0.00042
2019-05-20,"BNPP_root_fine","AnnualPre",TRUE,"geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.3262,80,0.1017,0.8974,1.008,0.00016
2019-05-20,"GPP","AnnualFrostDays",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,2.843e-08,270,0.4918,0.9893,1.042,-0.00832
2019-05-20,"NPP","AnnualFrostDays",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,8.979e-09,83,0.6584,0.9842,2.079,-0.00983
2019-05-20,"BNPP_root","AnnualFrostDays",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,1.154e-06,94,0.4444,0.9848,0.7812,-0.00806
